,location,title,company,salary,summary,rating
146,Remote,Data Science Faculty - Freelance (Remote),International School of AI & Data Science,NA,"
INSAID provides online programs in artificial intelligence, machine learning & data science.
Through its industry-focused programs, INSAID aims to arm working…
",NA
147,"Remote in Delhi, Delhi",new36 WEEKS INTERNSHIP - Business Intelligence & Analytics,International Business Advantage an Executive...,NA,"
Reviewing and validating data.
Utilize company resources to curate data.
D) Familiarity with data collection software and protocol.
",NA
148,"Gurgaon, Haryana",newSenior Analyst - Data Science,Amex,NA,"
2-6 Years of Experience in data analytics.
Work with unprocessed data extracted from various Amex systems.
We’ve Got Your Back.
That’s why we have.
",4.1
149,"Chandigarh, Chandigarh",Data Scientist,CrossML Pvt Ltd,"₹8,00,000 - ₹10,00,000 a year","
Experience with data visualisation tools, such as D3.js, GGplot, etc.
Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc.
",NA
150,"Remote in Chandigarh, Chandigarh",Data Science Intern,ICS Group,"₹7,000 - ₹20,000 a month","
Freshers with practical knowledge on Numpy, Pandas, Matplotib, Seaborn & Sklearn.
Preferred working IDE - Google Collab, Jupyter Notebook.
",3.4
151,India,Data Scientist,3SC Solutions,"₹15,00,000 - ₹20,00,000 a year","
Process and analyze sales data; gather additional data sources that would improve model accuracy.
Experience with large data sets.
",5.0
152,"Bengaluru, Karnataka",Data Scientist,Envestnet,NA,"
Lead and guide junior data scientists to deliver results.
Anticipate changes in data patterns or quality and design solutions robust to such changes.
",3.5
153,"Delhi, Delhi",AVP - Data Scientist,Barclays,NA,"
Prior work in a comparable organisation as a data scientist or in a technical analyst role.
Use Python to extract, transform and analyse various types of data.
",3.9
154,"Mumbai, Maharashtra",Data Scientist | 6 to 9 years | Mumbai & Bengaluru,Capgemini,NA,"
Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
",3.8
155,"Remote in Bengaluru, Karnataka",Data Scientist - Product Team,Tookitaki Holding PTE LTD,NA,"
We are looking for a data scientist with deep knowledge in machine learning and a strong passion for building ML products.
Experience in Scala would be a plus.
",NA
156,"Chennai, Tamil Nadu",newAssociate Data Science Engineer,OEConnection,NA,"
They must have some experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models.
",NA
157,India,Data Scientist - Associate,DBS Bank,NA,"
To support the data driven decision making for DBS products, processes, and business through the creation of data dashboards, infographics, models per business…
",3.9
158,"Hybrid remote in Pune, Maharashtra","Analyst, Analytics & Metric",MasterCard,NA,"
Experience in data modeling, programming, querying, data mining and report development using large volumes of granular data to deliver business intelligence and…
",4.0
159,"Hyderabad, Telangana",Data Science Engineer,Gainsight,NA,"
Gainsight is building a world-class team of Engineers with a mandate to architect, design, build, scale, and maintain our cutting-edge customer intelligence…
",4.2
160,"Chennai, Tamil Nadu",Lead Data Scientist,Kanini Software Solutions,NA,"
Master python coder with experience building demand forecasting pipelines including data wrangling, model development, model selection and model interpretation.
",NA
161,Delhi,new3A/3B_Data Scientist/Sr.Data Scientist 1 1,Incedo,NA,"
Enhance data collection procedures by assessing the effectiveness and accuracy of data sources and data gathering techniques.
",NA
162,"Mumbai, Maharashtra",newData Visualization Associate 601 - Customer Experience Analy...,"JPMorgan Chase Bank, N.A.",NA,"
6-8 years of related experience in data visualization, analytics and data driven strategy roles.
Experience with data automation or data wrangling ETL tools…
",3.8
163,"Thiruvananthapuram, Kerala",Data Scientist,Nissan,NA,"
Experience in various statistical and machine learning models, data mining, and unstructured data analytics in corporate or academic research environments.
",3.8
164,Remote,Python AI ML (Data Scientist) Developer,Fluid AI,NA,"
To drive 4 million USD of value (money earned or money saved for customers) through our current Data Science AI and ML implementations and the Fluid AI…
",NA
165,India,DATA SCIENTIST,Kyndryl,NA,"
Experience with presenting complex data science processes/information to non-data scientists.
Experience with Structured, Semi-structured and high dimensional…
",3.4
166,"Chennai, Tamil Nadu+2 locations",Manager - Data Scientist,Tredence,NA,"
Have mentored and guided junior data scientists in previous roles.
Have the ability to handle structured /unstructured data like Text, Image and have prior…
",3.9
167,"Bengaluru, Karnataka",Data Scientist – Data Products,Netradyne,NA,"
Develop ML/statistical methods to aggregate data and arrive at more accurate predictions/detections (for example, minimizing effect of noise in the data).
",NA
168,"Bardez, Goa",Data Scientist,Nordic Intent,NA,"
Present information using data visualization techniques.
Undertake preprocessing of structured and unstructured data.
Combine models through ensemble modeling.
",NA
169,"Chennai, Tamil Nadu",Data Scientist,Aspire Systems,NA,"
Present information using data visualization techniques.
Identify valuable data sources and automate the collection processes.
",4.0
170,"Noida, Uttar Pradesh",Data Scientist,Biz2Credit Inc,NA,"
Work on data projects and proposals involving Biz2Credit?s financial services partners worldwide (banks, non-banks, debt investors, equity investors and others)…
",3.1
171,"Ahmedabad, Gujarat",newData Scientist,IronList,NA,"
Present information using data visualization techniques.
Present information using data visualization techniques.
Combine models through ensemble modeling.
",NA
172,"Mumbai, Maharashtra+1 location",Data Scientist,Zetta Women,"₹30,00,000 a year","
Proven ability to translate complex data sets into easy-to-understand business recommendations.
Work with stakeholders throughout the organization to identify…
",NA
173,"Chennai, Tamil Nadu",Lead Data Scientist,DeepQuanty Artificial Intelligence Labs,NA,"
DeepQuanty AI Labs has been set up by founders with over 75 man years of experience in the area of analytics and technological product developments.
",NA
174,"Bengaluru, Karnataka+1 location",newMachine Learning,Accenture,NA,"
Technical Experience : A Drive the vision for modern data and analytics platform to deliver well architected, engineered data and analytics products B Ensure…
",4.0
175,"Pune, Maharashtra+1 location",newMachine Learning Engineer,JMS ADVISORY SERVICES PVT.LTD,"₹2,00,000 - ₹8,00,000 a year","
Proven experience as machine learning engineer or similar role.
Minimum 2.5 years of experience in Python is required.
Ability to write robust code in python.
",NA
176,"Bengaluru, Karnataka","newSenior Data Scientist, Marketplace",Atlassian,NA,"
Familiarity with event-based analytics, data instrumentation and logging.
Part of your job is to improve the data literacy of your product team, teaching people…
",NA
177,"Remote in Noida, Uttar Pradesh",Data Scientist (Remote),Priority Vendor,NA,"
The D&DS team is responsible for C2FO’s end-to-end data solutions, focusing on data architectures, data science and machine learning, business intelligence and…
",NA
178,"Kochi, Kerala",Data Scientist (NLP)/ NLP Developer,PBW Software Pvt. Ltd.,NA,"
Study and transform data science prototypes.
Select appropriate annotated datasets for Supervised Learning methods.
Total work: 2 years (Preferred).
",NA
179,"Gurgaon, Haryana",USI-EH22-EA-CMG-Tech CoE- Data Scientist-A,Deloitte,NA,"
Work with fellow data scientists to help meet new data needs for advanced analytics.
Be responsible for data quality; identifying and escalating data quality…
",4.0
180,"Pune, Maharashtra","Sr. Prin, Data Scientist",BNY Mellon,NA,"
Up-to-date Python Engineering Skiils, particularly strong knowledge of Numpy/Pandas, reflection, data structure and functional programming.
",3.5
181,"Bengaluru, Karnataka","newApplied Scientist, India Machine Learning",ADCI - Karnataka,NA,"
Strong grasp of machine learning, data mining and data analytics techniques.
Mentor other scientists and engineers in the use of ML techniques.
",3.5
182,"Pune, Maharashtra",newSr. Analyst Data Science,Merkle Sokrati,NA,"
2+ years core data science/analytics experience.
Use statistical methods to analyze data and generate useful business reports.
",3.9
183,"Bengaluru, Karnataka",Data Scientist Logistics,GO-JEK,NA,"
In this role, you will get to mine insights from the sea of data, build data products, and design experiments with the ability to see the real-time impact of…
",NA
184,"Bengaluru, Karnataka",Data Scientist,Brandmuscle,NA,"
They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using…
",NA
185,"Bengaluru, Karnataka",Machine learning Software Engineering Developer,Siemens,NA,"
Research on algorithm improvements and implement data processing.
Design and develop machine learning algorithms , Discover, design, and develop analytical…
",4.0
186,"Mumbai, Maharashtra",Senior Data Analytics Consultant,Eide Bailly,NA,"
You will transform data through applying business rules, auditing and staging data to support system migrations.
Training data science/machine learning models.
",NA
187,"Temporarily Remote in Hyderabad, Telangana",Data Scientist,Aufait Technologies,NA,"
Ensure alignment with data strategy and standards of data processing.
Build and maintain data pipelines to support large scale data management projects.
",3.6
188,"Pune, Maharashtra",Data Scientist,Open Insights,NA,"
Developing machine learning models against datasets to generate insights to support product feature development.
",NA
189,"Mumbai, Maharashtra",Data Scientist,UBS,NA,"
Research source data and design queries that bring data into Tableau.
Exposure to Data science Concepts and data crunching, Azure data lake.
",3.8
190,"Bengaluru, Karnataka",newData Science/Data Engineer,Rakuten,NA,"
Understanding of data structures, data modelling and software architecture.
Create appropriate datasets and data representation methods.
",NA
